time,g_iAdData0,
43.328,24939,
43.328,24917,
43.329,24925,
43.33,24921,
43.331,24929,
43.332,24919,
43.333,24922,
43.334,24926,
43.335,24937,
43.336,24940,
43.338,24926,
43.338,24927,
43.339,24931,
43.34,24956,
43.341,24964,
43.343,24941,
43.344,24951,
43.344,24951,
43.345,24952,
43.346,24961,
43.347,24967,
43.348,24953,
43.349,24949,
43.35,24961,
43.351,24959,
43.352,24951,
43.353,24973,
43.355,24945,
43.355,24957,
43.356,24971,
43.357,24955,
43.358,24963,
43.359,24958,
43.36,24961,
43.361,24987,
43.362,24983,
43.363,24965,
43.364,24979,
43.365,24981,
43.366,24981,
43.367,24986,
43.368,24988,
43.369,24989,
43.37,25004,
43.371,24989,
43.372,24999,
43.373,24990,
43.374,25007,
43.375,24997,
43.376,24991,
43.377,24991,
43.378,24979,
43.379,24995,
43.38,25007,
43.381,24994,
43.382,24985,
43.383,24983,
43.384,24989,
43.385,24993,
43.386,25001,
43.387,24999,
43.388,24999,
43.389,25007,
43.391,25012,
43.391,24991,
43.392,25019,
43.393,25021,
43.394,25011,
43.395,25027,
43.396,25023,
43.397,25015,
43.398,25020,
43.399,25033,
43.4,25040,
43.401,25031,
43.402,25029,
43.403,25023,
43.404,25049,
43.405,25035,
43.406,25037,
43.407,25033,
43.408,25023,
43.409,25033,
43.41,25047,
43.411,25049,
43.412,25039,
43.413,25055,
43.414,25049,
43.415,25050,
43.416,25033,
43.417,25045,
43.418,25050,
43.419,25046,
43.42,25073,
43.421,25063,
43.422,25059,
43.423,25051,
43.424,25069,
43.425,25069,
43.426,25071,
43.427,25079,
43.428,25073,
43.429,25051,
43.43,25083,
43.431,25067,
43.433,25062,
43.433,25077,
43.434,25073,
43.435,25079,
43.436,25059,
43.437,25071,
43.438,25066,
43.439,25069,
43.44,25071,
43.441,25079,
43.442,25076,
43.443,25096,
43.444,25095,
43.445,25101,
43.446,25099,
43.447,25084,
43.448,25090,
43.449,25091,
43.45,25111,
43.451,25097,
43.452,25089,
43.453,25098,
43.454,25103,
43.455,25113,
43.456,25109,
43.457,25105,
43.458,25106,
43.459,25109,
43.46,25117,
43.461,25112,
43.462,25117,
43.463,25117,
43.464,25111,
43.465,25123,
43.466,25120,
43.467,25114,
43.468,25118,
43.469,25123,
43.47,25111,
43.471,25115,
43.472,25127,
43.473,25130,
43.474,25125,
43.476,25131,
43.477,25122,
43.477,25147,
43.478,25141,
43.479,25141,
43.48,25151,
43.481,25137,
43.482,25145,
43.483,25137,
43.485,25157,
43.485,25154,
43.486,25151,
43.487,25157,
43.488,25149,
43.489,25157,
43.49,25150,
43.491,25141,
43.492,25131,
43.493,25146,
43.494,25151,
43.495,25153,
43.496,25156,
43.497,25169,
43.498,25161,
43.499,25169,
43.5,25159,
43.501,25165,
43.502,25179,
43.503,25179,
43.504,25181,
43.505,25175,
43.506,25163,
43.507,25191,
43.508,25185,
43.509,25195,
43.51,25177,
43.511,25190,
43.512,25185,
43.513,25199,
43.514,25190,
43.515,25191,
43.516,25195,
43.517,25169,
43.518,25201,
43.519,25197,
43.52,25186,
43.521,25199,
43.522,25209,
43.523,25179,
43.524,25187,
43.525,25195,
43.526,25210,
43.527,25207,
43.528,25205,
43.529,25213,
43.531,25197,
43.531,25208,
43.532,25189,
43.533,25216,
43.534,25220,
43.535,25221,
43.536,25205,
43.537,25241,
43.538,25225,
43.539,25205,
43.54,25215,
43.541,25215,
43.542,25219,
43.543,25230,
43.544,25226,
43.545,25230,
43.546,25239,
43.547,25225,
43.548,25246,
43.549,25232,
43.55,25223,
43.551,25225,
43.552,25239,
43.553,25237,
43.554,25245,
43.555,25225,
43.556,25253,
43.557,25265,
43.558,25257,
43.559,25261,
43.56,25263,
43.561,25252,
43.562,25273,
43.563,25271,
43.564,25254,
43.565,25265,
43.566,25263,
43.567,25263,
43.568,25283,
43.569,25276,
43.57,25245,
43.571,25265,
43.572,25269,
43.573,25272,
43.574,25260,
43.575,25273,
43.576,25258,
43.577,25249,
43.578,25279,
43.579,25271,
43.58,25279,
43.581,25265,
43.582,25285,
43.583,25277,
43.584,25269,
43.585,25277,
43.586,25291,
43.587,25292,
43.588,25308,
43.589,25297,
43.59,25293,
43.591,25305,
43.592,25313,
43.593,25287,
43.594,25308,
43.595,25299,
43.596,25322,
43.597,25311,
43.598,25309,
43.599,25297,
43.6,25309,
43.601,25295,
43.602,25311,
43.604,25305,
43.605,25299,
43.606,25325,
43.606,25306,
43.607,25323,
43.608,25319,
43.609,25301,
43.61,25314,
43.611,25331,
43.612,25334,
43.613,25350,
43.614,25346,
43.615,25327,
43.616,25332,
43.617,25337,
43.618,25337,
43.619,25331,
43.62,25355,
43.621,25325,
43.622,25355,
43.623,25335,
43.624,25326,
43.625,25350,
43.626,25349,
43.627,25353,
43.628,25346,
43.63,25351,
43.631,25354,
43.632,25339,
43.632,25342,
43.633,25355,
43.634,25351,
43.635,25347,
43.636,25351,
43.637,25357,
43.638,25349,
43.639,25345,
43.64,25361,
43.641,25375,
43.642,25377,
43.643,25387,
43.644,25355,
43.645,25375,
43.646,25395,
43.647,25373,
43.648,25365,
43.649,25377,
43.65,25376,
43.651,25384,
43.652,25389,
43.653,25382,
43.654,25377,
43.655,25377,
43.656,25375,
43.657,25371,
43.658,25379,
43.659,25393,
43.66,25379,
43.661,25384,
43.662,25385,
43.663,25373,
43.664,25395,
43.665,25388,
43.666,25405,
43.667,25403,
43.668,25395,
43.669,25390,
43.67,25413,
43.671,25400,
43.672,25403,
43.673,25407,
43.674,25413,
43.675,25419,
43.676,25425,
43.677,25409,
43.678,25402,
43.679,25409,
43.68,25430,
43.681,25437,
43.682,25428,
43.683,25409,
43.684,25429,
43.685,25417,
43.686,25423,
43.687,25423,
43.688,25423,
43.689,25423,
43.69,25429,
43.691,25427,
43.692,25441,
43.693,25430,
43.694,25433,
43.695,25434,
43.696,25447,
43.697,25436,
43.698,25425,
43.699,25443,
43.7,25437,
43.701,25441,
43.702,25447,
43.703,25440,
43.704,25451,
43.705,25464,
43.706,25449,
43.707,25445,
43.708,25445,
43.709,25464,
43.71,25459,
43.711,25461,
43.712,25469,
43.713,25462,
43.714,25457,
43.715,25461,
43.716,25460,
43.717,25452,
43.718,25467,
43.719,25462,
43.72,25462,
43.721,25461,
43.722,25471,
43.723,25487,
43.724,25483,
43.725,25475,
43.726,25489,
43.727,25465,
43.728,25483,
43.729,25483,
43.73,25499,
43.731,25492,
43.732,25481,
43.733,25485,
43.734,25483,
43.735,25482,
43.736,25493,
43.737,25494,
43.738,25481,
43.739,25491,
43.741,25495,
43.741,25492,
43.742,25482,
43.743,25495,
43.744,25491,
43.745,25501,
43.746,25519,
43.747,25503,
43.748,25499,
43.749,25497,
43.75,25523,
43.751,25521,
43.752,25503,
43.753,25505,
43.754,25523,
43.755,25531,
43.756,25521,
43.757,25539,
43.758,25511,
43.759,25508,
43.76,25526,
43.761,25523,
43.762,25523,
43.763,25529,
43.764,25530,
43.765,25529,
43.766,25515,
43.767,25524,
43.768,25527,
43.769,25536,
43.77,25531,
43.772,25546,
43.773,25527,
43.773,25529,
43.774,25539,
43.775,25547,
43.776,25539,
43.777,25547,
43.778,25534,
43.779,25537,
43.78,25550,
43.781,25547,
43.782,25545,
43.783,25567,
43.784,25559,
43.785,25563,
43.786,25554,
43.788,25544,
43.789,25566,
43.79,25555,
43.79,25566,
43.791,25563,
43.792,25566,
43.793,25573,
43.794,25566,
43.795,25567,
43.796,25574,
43.797,25569,
43.798,25567,
43.799,25579,
43.8,25583,
43.801,25574,
43.802,25573,
43.803,25569,
43.804,25584,
43.805,25592,
43.806,25577,
43.807,25589,
43.808,25591,
43.809,25599,
43.81,25605,
43.811,25597,
43.812,25601,
43.813,25607,
43.814,25583,
43.815,25607,
43.816,25587,
43.817,25603,
43.818,25601,
43.819,25607,
43.82,25599,
43.821,25594,
43.822,25609,
43.823,25617,
43.825,25613,
43.826,25614,
43.827,25610,
43.827,25613,
43.828,25607,
43.829,25622,
43.83,25611,
43.831,25613,
43.832,25626,
43.833,25632,
43.834,25624,
43.835,25623,
43.836,25617,
43.837,25625,
43.838,25621,
43.839,25637,
43.84,25631,
43.841,25623,
43.842,25626,
43.843,25633,
43.844,25633,
43.845,25631,
43.846,25651,
43.847,25627,
43.848,25629,
43.849,25644,
43.85,25630,
43.851,25638,
43.852,25647,
43.853,25635,
43.854,25637,
43.855,25644,
43.856,25643,
43.857,25646,
43.858,25670,
43.859,25666,
43.86,25670,
43.861,25655,
43.862,25661,
43.863,25658,
43.864,25673,
43.865,25665,
43.866,25659,
43.867,25683,
43.868,25681,
43.869,25678,
43.87,25662,
43.871,25661,
43.872,25663,
43.873,25674,
43.874,25677,
43.875,25669,
43.876,25657,
43.877,25673,
43.878,25673,
43.879,25679,
43.88,25669,
43.882,25673,
43.882,25677,
43.883,25671,
43.884,25678,
43.885,25680,
43.886,25691,
43.888,25689,
43.888,25693,
43.889,25685,
43.89,25689,
43.891,25685,
43.892,25700,
43.893,25699,
43.894,25699,
43.895,25695,
43.896,25712,
43.897,25703,
43.898,25709,
43.899,25703,
43.9,25703,
43.901,25705,
43.902,25703,
43.903,25725,
43.904,25697,
43.905,25715,
43.906,25703,
43.907,25725,
43.908,25707,
43.909,25715,
43.91,25715,
43.911,25733,
43.912,25725,
43.913,25730,
43.914,25715,
43.915,25727,
43.916,25732,
43.917,25741,
43.918,25734,
43.919,25745,
43.92,25743,
43.921,25730,
43.922,25747,
43.923,25726,
43.924,25741,
43.925,25731,
43.926,25756,
43.927,25736,
43.928,25750,
43.929,25731,
43.93,25733,
43.931,25767,
43.932,25745,
43.933,25745,
43.934,25733,
43.935,25737,
43.936,25748,
43.937,25743,
43.938,25751,
43.939,25759,
43.94,25765,
43.941,25750,
43.942,25759,
43.943,25757,
43.944,25761,
43.945,25761,
43.946,25775,
43.947,25769,
43.948,25765,
43.949,25757,
43.95,25772,
43.951,25778,
43.952,25776,
43.953,25769,
43.954,25770,
43.956,25767,
43.957,25765,
43.957,25781,
43.958,25773,
43.959,25779,
43.96,25775,
43.961,25793,
43.962,25779,
43.963,25801,
43.964,25785,
43.965,25781,
43.966,25783,
43.967,25806,
43.968,25803,
43.969,25785,
43.97,25808,
43.971,25793,
43.972,25806,
43.973,25787,
43.974,25801,
43.976,25776,
43.976,25801,
43.977,25801,
43.978,25809,
43.979,25817,
43.98,25801,
43.981,25813,
43.982,25808,
43.983,25789,
43.984,25801,
43.986,25811,
43.987,25823,
43.988,25822,
43.989,25821,
43.99,25817,
43.991,25828,
43.992,25827,
43.992,25825,
43.993,25823,
43.994,25826,
43.995,25833,
43.996,25835,
43.997,25840,
43.998,25815,
43.999,25835,
44,25833,
44.001,25840,
44.002,25839,
44.003,25840,
44.005,25851,
44.005,25845,
44.006,25837,
44.007,25834,
44.008,25845,
44.009,25842,
44.01,25843,
44.011,25843,
44.012,25848,
44.013,25844,
44.014,25853,
44.015,25841,
44.016,25841,
44.017,25841,
44.018,25862,
44.019,25846,
44.02,25875,
44.021,25874,
44.022,25851,
44.023,25861,
44.024,25867,
44.025,25861,
44.026,25865,
44.027,25869,
44.028,25870,
44.029,25875,
44.03,25878,
44.031,25868,
44.032,25860,
44.033,25866,
44.034,25875,
44.035,25869,
44.036,25865,
44.038,25884,
44.038,25869,
44.04,25885,
44.04,25873,
44.041,25882,
44.042,25881,
44.043,25882,
44.044,25892,
44.045,25901,
44.046,25901,
44.047,25897,
44.048,25899,
44.049,25890,
44.05,25896,
44.051,25886,
44.052,25902,
44.053,25894,
44.054,25915,
44.055,25907,
44.056,25903,
44.057,25901,
44.058,25898,
44.059,25897,
44.06,25911,
44.061,25907,
44.062,25908,
44.063,25921,
44.064,25911,
44.065,25899,
44.066,25911,
44.067,25917,
44.068,25923,
44.069,25911,
44.07,25904,
44.071,25908,
44.072,25913,
44.073,25929,
44.074,25938,
44.075,25941,
44.076,25920,
44.077,25922,
44.078,25939,
44.079,25938,
44.08,25921,
44.081,25927,
44.082,25953,
44.083,25943,
44.084,25931,
44.085,25937,
44.086,25945,
44.088,25934,
44.089,25949,
44.09,25949,
44.091,25955,
44.091,25939,
44.092,25950,
44.093,25946,
44.094,25943,
44.095,25945,
44.096,25945,
44.097,25949,
44.098,25937,
44.099,25961,
44.1,25949,
44.101,25964,
44.102,25963,
44.103,25966,
44.104,25969,
44.106,25945,
44.106,25969,
44.107,25972,
44.108,25969,
44.109,25984,
44.11,25965,
44.111,25987,
44.112,25981,
44.113,25978,
44.114,25973,
44.115,25965,
44.116,25953,
44.117,25978,
44.118,25985,
44.119,25987,
44.12,25969,
44.121,25959,
44.122,25976,
44.123,25977,
44.124,25981,
44.125,25997,
44.126,25978,
44.127,25996,
44.128,25993,
44.129,25983,
44.13,25997,
44.131,25984,
44.132,26004,
44.133,26011,
44.134,26000,
44.135,25993,
44.136,26015,
44.137,26003,
44.138,26009,
44.139,26007,
44.14,25998,
44.141,26010,
44.142,26016,
44.143,26001,
44.144,26001,
44.145,26013,
44.147,26039,
44.147,26019,
44.148,26014,
44.149,25999,
44.15,26009,
44.151,26015,
44.152,26016,
44.153,26024,
44.154,25999,
44.155,26013,
44.156,26017,
44.157,26035,
44.158,26041,
44.159,26043,
44.16,26024,
44.161,26033,
44.162,26029,
44.163,26037,
44.164,26025,
44.165,26043,
44.166,26047,
44.167,26049,
44.168,26040,
44.17,26049,
44.171,26050,
44.171,26033,
44.172,26045,
44.173,26039,
44.174,26045,
44.175,26039,
44.176,26043,
44.177,26059,
44.178,26071,
44.179,26057,
44.18,26039,
44.181,26051,
44.182,26067,
44.183,26068,
44.184,26045,
44.185,26077,
44.186,26075,
44.187,26078,
44.188,26065,
44.189,26063,
44.19,26065,
44.191,26066,
44.192,26083,
44.193,26075,
44.195,26073,
44.195,26054,
44.196,26073,
44.197,26094,
44.198,26068,
44.199,26070,
44.2,26053,
44.201,26061,
44.202,26085,
44.203,26067,
44.204,26074,
44.205,26067,
44.206,26073,
44.207,26087,
44.208,26087,
44.209,26089,
44.21,26093,
44.211,26103,
44.212,26083,
44.213,26083,
44.214,26097,
44.215,26093,
44.216,26110,
44.217,26115,
44.218,26117,
44.219,26102,
44.22,26117,
44.221,26103,
44.222,26108,
44.223,26106,
44.224,26093,
44.225,26105,
44.226,26106,
44.227,26111,
44.228,26099,
44.229,26122,
44.23,26103,
44.231,26103,
44.232,26111,
44.233,26111,
44.234,26119,
44.235,26109,
44.236,26123,
44.237,26127,
44.238,26118,
44.239,26115,
44.24,26129,
44.241,26147,
44.242,26135,
44.244,26127,
44.245,26132,
44.245,26131,
44.246,26135,
44.247,26133,
44.248,26139,
44.249,26127,
44.25,26118,
44.251,26143,
44.252,26133,
44.253,26131,
44.254,26133,
44.255,26134,
44.256,26141,
44.257,26147,
44.258,26147,
44.259,26149,
44.26,26147,
44.261,26159,
44.262,26171,
44.263,26163,
44.264,26147,
44.265,26155,
44.266,26171,
44.267,26157,
44.268,26161,
44.269,26169,
44.27,26174,
44.271,26155,
44.272,26173,
44.273,26164,
44.274,26175,
44.275,26173,
44.276,26164,
44.277,26171,
44.278,26175,
44.279,26161,
44.28,26171,
44.281,26187,
44.282,26171,
44.283,26172,
44.284,26170,
44.285,26173,
44.286,26172,
44.287,26185,
44.288,26185,
44.289,26184,
44.29,26191,
44.291,26191,
44.292,26180,
44.293,26179,
44.294,26183,
44.295,26204,
44.296,26213,
44.297,26185,
44.298,26191,
44.299,26194,
44.301,26217,
44.301,26205,
44.302,26200,
44.303,26198,
44.304,26209,
44.305,26213,
44.306,26207,
44.307,26200,
44.308,26204,
44.309,26201,
44.31,26207,
44.311,26203,
44.312,26211,
44.313,26209,
44.314,26205,
44.315,26213,
44.316,26211,
44.317,26211,
44.318,26209,
44.319,26221,
44.321,26223,
44.322,26212,
44.323,26227,
44.324,26223,
44.325,26201,
44.326,26233,
44.327,26222,
44.328,26249,
44.33,26229,
44.331,26221,
44.332,26234,
44.333,26235,
44.333,26247,
44.335,26247,
44.336,26235,
44.336,26231,
44.338,26245,
44.338,26233,
44.339,26259,
44.34,26231,
44.34,26245,
44.341,26235,
44.342,26238,
44.343,26245,
44.344,26260,
44.345,26251,
44.347,26246,
44.347,26245,
44.348,26243,
44.349,26267,
44.35,26257,
44.351,26257,
44.352,26268,
44.353,26263,
44.355,26230,
44.355,26261,
44.356,26265,
44.357,26255,
44.358,26267,
44.359,26257,
44.36,26271,
44.361,26273,
44.362,26263,
44.363,26261,
44.364,26277,
44.365,26273,
44.366,26267,
44.367,26266,
44.368,26265,
44.369,26268,
44.37,26277,
44.371,26275,
44.372,26271,
44.373,26281,
44.374,26297,
44.375,26283,
44.376,26285,
44.377,26282,
44.378,26295,
44.379,26299,
44.38,26275,
44.381,26293,
44.382,26294,
44.383,26308,
44.384,26299,
44.385,26300,
44.386,26311,
44.387,26307,
44.388,26302,
44.389,26282,
44.39,26298,
44.391,26299,
44.392,26303,
44.393,26307,
44.394,26311,
44.395,26307,
44.396,26305,
44.397,26305,
44.398,26308,
44.399,26319,
44.4,26303,
44.401,26319,
44.402,26319,
44.403,26305,
44.404,26345,
44.405,26311,
44.406,26321,
44.407,26331,
44.408,26327,
44.409,26327,
44.41,26329,
44.411,26329,
44.412,26343,
44.413,26335,
44.414,26325,
44.415,26329,
44.416,26335,
44.417,26323,
44.418,26338,
44.419,26325,
44.42,26328,
44.421,26329,
44.422,26341,
44.423,26357,
44.424,26343,
44.425,26329,
44.426,26345,
44.427,26348,
44.428,26344,
44.43,26337,
44.431,26337,
44.432,26354,
44.433,26354,
44.433,26354,
44.435,26345,
44.436,26358,
44.437,26355,
44.438,26370,
44.439,26367,
44.44,26360,
44.44,26355,
44.441,26356,
44.442,26359,
44.443,26347,
44.444,26355,
44.445,26361,
44.446,26355,
44.447,26359,
44.448,26356,
44.449,26365,
44.45,26367,
44.451,26377,
44.452,26376,
44.453,26388,
44.454,26363,
44.455,26383,
44.456,26381,
44.457,26379,
44.458,26376,
44.459,26381,
44.46,26380,
44.461,26389,
44.462,26399,
44.463,26391,
44.464,26393,
44.465,26380,
44.466,26371,
44.467,26395,
44.468,26391,
44.469,26389,
44.47,26383,
44.471,26369,
44.472,26391,
44.473,26377,
44.474,26381,
44.475,26397,
44.476,26409,
44.477,26416,
44.478,26385,
44.479,26388,
44.48,26398,
44.481,26411,
44.482,26413,
44.483,26413,
44.484,26417,
44.485,26405,
44.486,26412,
44.487,26405,
44.488,26418,
44.489,26419,
44.49,26424,
44.491,26421,
44.492,26417,
44.493,26425,
44.494,26419,
44.495,26424,
44.496,26443,
44.497,26432,
44.498,26417,
44.499,26425,
44.5,26432,
44.501,26420,
44.502,26426,
44.503,26432,
44.504,26415,
44.505,26433,
44.506,26425,
44.507,26451,
44.508,26445,
44.509,26422,
44.51,26432,
44.511,26457,
44.512,26449,
44.513,26442,
44.514,26441,
44.515,26453,
44.516,26465,
44.517,26457,
44.518,26448,
44.519,26443,
44.52,26459,
44.521,26457,
44.522,26461,
44.523,26435,
44.524,26445,
44.525,26445,
44.526,26461,
44.527,26455,
44.528,26463,
44.529,26458,
44.53,26450,
44.531,26453,
44.532,26455,
44.533,26447,
44.534,26455,
44.535,26481,
44.536,26475,
44.537,26476,
44.538,26473,
44.539,26468,
44.54,26493,
44.541,26487,
44.542,26478,
44.543,26485,
44.544,26473,
44.545,26489,
44.546,26495,
44.547,26483,
44.548,26481,
44.549,26476,
44.55,26478,
44.551,26473,
44.552,26487,
44.553,26483,
44.554,26478,
44.555,26474,
44.556,26487,
44.557,26479,
44.558,26487,
44.559,26491,
44.56,26491,
44.561,26505,
44.562,26493,
44.563,26494,
44.564,26491,
44.565,26506,
44.566,26499,
44.567,26517,
44.568,26508,
44.569,26514,
44.57,26511,
44.571,26503,
44.572,26503,
44.573,26505,
44.574,26509,
44.575,26499,
44.576,26503,
44.577,26501,
44.578,26513,
44.58,26511,
44.58,26527,
44.581,26517,
44.582,26520,
44.583,26510,
44.584,26517,
44.585,26525,
44.586,26511,
44.587,26519,
44.588,26523,
44.589,26534,
44.59,26539,
44.591,26536,
44.592,26535,
44.593,26550,
44.594,26547,
44.595,26529,
44.596,26539,
44.597,26546,
44.598,26531,
44.599,26547,
44.6,26541,
44.601,26545,
44.602,26532,
44.603,26543,
44.604,26551,
44.605,26546,
44.606,26525,
44.607,26535,
44.608,26553,
44.609,26543,
44.61,26551,
44.611,26545,
44.612,26546,
44.613,26549,
44.614,26554,
44.615,26555,
44.616,26557,
44.617,26555,
44.618,26573,
44.619,26568,
44.62,26562,
44.621,26549,
44.622,26550,
44.623,26569,
44.624,26573,
44.625,26565,
44.626,26563,
44.627,26563,
44.628,26581,
44.629,26563,
44.63,26571,
44.631,26571,
44.632,26563,
44.634,26575,
44.635,26575,
44.635,26555,
44.636,26565,
44.637,26585,
44.639,26579,
44.64,26571,
44.641,26563,
44.641,26585,
44.642,26601,
44.643,26589,
44.644,26587,
44.645,26595,
44.646,26601,
44.647,26599,
44.648,26589,
44.649,26588,
44.65,26603,
44.651,26603,
44.652,26588,
44.653,26605,
44.654,26595,
44.655,26594,
44.656,26585,
44.657,26593,
44.658,26609,
44.659,26605,
44.66,26603,
44.661,26603,
44.662,26607,
44.663,26619,
44.664,26611,
44.665,26605,
44.666,26600,
44.667,26613,
44.668,26614,
44.669,26607,
44.67,26611,
44.671,26619,
44.672,26627,
44.673,26610,
44.674,26617,
44.675,26615,
44.676,26621,
44.677,26628,
44.678,26626,
44.679,26622,
44.68,26621,
44.681,26625,
44.682,26627,
44.683,26635,
44.684,26628,
44.685,26626,
44.686,26635,
44.687,26632,
44.688,26623,
44.689,26625,
44.69,26645,
44.691,26630,
44.692,26649,
44.693,26643,
44.694,26633,
44.695,26644,
44.696,26645,
44.697,26655,
44.698,26637,
44.699,26639,
44.7,26653,
44.701,26651,
44.702,26663,
44.703,26643,
44.704,26635,
44.705,26632,
44.706,26647,
44.707,26659,
44.708,26654,
44.709,26634,
44.71,26653,
44.711,26655,
44.712,26647,
44.713,26657,
44.714,26656,
44.715,26669,
44.716,26673,
44.717,26663,
44.718,26671,
44.719,26661,
44.72,26674,
44.721,26673,
44.722,26675,
44.723,26664,
44.725,26685,
44.725,26681,
44.726,26683,
44.727,26675,
44.728,26677,
44.729,26681,
44.73,26683,
44.731,26682,
44.732,26675,
44.733,26679,
44.734,26685,
44.735,26688,
44.737,26679,
44.738,26701,
44.738,26676,
44.739,26697,
44.74,26702,
44.741,26687,
44.742,26688,
44.743,26697,
44.744,26704,
44.745,26716,
44.746,26713,
44.747,26695,
44.748,26697,
44.749,26712,
44.75,26707,
44.751,26703,
44.752,26699,
44.753,26719,
44.754,26707,
44.755,26712,
44.756,26711,
44.757,26697,
44.758,26691,
44.759,26703,
44.76,26723,
44.761,26697,
44.762,26708,
44.763,26703,
44.764,26699,
44.765,26719,
44.766,26727,
44.767,26719,
44.768,26722,
44.769,26721,
44.77,26718,
44.771,26722,
44.773,26725,
44.774,26735,
44.775,26713,
44.776,26730,
44.776,26739,
44.777,26723,
44.778,26735,
44.779,26743,
44.78,26726,
44.782,26736,
44.782,26731,
44.783,26737,
44.784,26738,
44.785,26736,
44.786,26739,
44.787,26727,
44.788,26733,
44.789,26739,
44.79,26737,
44.791,26733,
44.792,26751,
44.793,26738,
44.794,26761,
44.795,26745,
44.796,26744,
44.797,26749,
44.798,26755,
44.799,26753,
44.8,26754,
44.801,26747,
44.802,26767,
44.803,26755,
44.804,26751,
44.805,26754,
44.806,26759,
44.807,26749,
44.808,26762,
44.809,26772,
44.81,26761,
44.811,26757,
44.812,26773,
44.813,26795,
44.814,26773,
44.815,26768,
44.816,26763,
44.817,26775,
44.818,26775,
44.819,26774,
44.82,26765,
44.821,26769,
44.822,26778,
44.823,26788,
44.824,26779,
44.825,26783,
44.826,26787,
44.827,26787,
44.828,26788,
44.829,26791,
44.83,26777,
44.831,26769,
44.832,26789,
44.833,26783,
44.834,26785,
44.835,26801,
44.837,26777,
44.838,26815,
44.839,26791,
44.84,26769,
44.841,26779,
44.842,26801,
44.842,26793,
44.843,26793,
44.844,26797,
44.845,26789,
44.846,26803,
44.847,26816,
44.848,26819,
44.849,26801,
44.85,26804,
44.851,26805,
44.852,26819,
44.853,26801,
44.855,26804,
44.856,26803,
44.856,26813,
44.857,26825,
44.858,26816,
44.859,26813,
44.86,26800,
44.861,26807,
44.862,26817,
44.863,26827,
44.864,26813,
44.865,26813,
44.866,26821,
44.867,26828,
44.868,26853,
44.869,26822,
44.87,26837,
44.871,26825,
44.872,26825,
44.873,26831,
44.874,26843,
44.875,26839,
44.876,26846,
44.877,26845,
44.878,26833,
44.879,26848,
44.88,26841,
44.881,26851,
44.882,26825,
44.883,26834,
44.884,26845,
44.885,26835,
44.886,26844,
44.887,26852,
44.888,26829,
44.889,26837,
44.89,26851,
44.891,26847,
44.892,26843,
44.893,26844,
44.895,26845,
44.895,26861,
44.896,26852,
44.897,26853,
44.898,26862,
44.899,26867,
44.9,26857,
44.901,26854,
44.902,26870,
44.903,26865,
44.904,26860,
44.905,26867,
44.906,26871,
44.907,26865,
44.908,26859,
44.909,26869,
44.91,26885,
44.911,26869,
44.912,26864,
44.913,26869,
44.914,26856,
44.915,26881,
44.916,26865,
44.917,26870,
44.918,26865,
44.919,26887,
44.92,26888,
44.921,26871,
44.922,26883,
44.923,26886,
44.924,26881,
44.925,26889,
44.926,26885,
44.927,26883,
44.928,26890,
44.929,26893,
44.93,26897,
44.931,26887,
44.932,26877,
44.933,26901,
44.934,26895,
44.935,26906,
44.936,26889,
44.937,26899,
44.938,26886,
44.939,26893,
44.941,26893,
44.941,26887,
44.942,26889,
44.943,26909,
44.944,26907,
44.945,26893,
44.946,26897,
44.947,26898,
44.948,26909,
44.949,26905,
44.95,26922,
44.951,26923,
44.952,26899,
44.953,26923,
44.954,26913,
44.955,26918,
44.956,26901,
44.957,26907,
44.958,26919,
44.959,26919,
44.96,26911,
44.961,26911,
44.962,26918,
44.963,26917,
44.964,26916,
44.965,26909,
44.966,26935,
44.967,26922,
44.968,26931,
44.969,26941,
44.97,26925,
44.971,26929,
44.972,26945,
44.973,26939,
44.974,26933,
44.975,26923,
44.976,26953,
44.977,26945,
44.978,26929,
44.979,26939,
44.98,26936,
44.981,26932,
44.982,26949,
44.983,26941,
44.984,26932,
44.985,26931,
44.986,26933,
44.988,26935,
44.988,26939,
44.989,26947,
44.99,26959,
44.991,26946,
44.992,26962,
44.993,26943,
44.994,26957,
44.995,26963,
44.996,26965,
44.997,26965,
44.998,26949,
44.999,26963,
45,26975,
45.001,26965,
45.002,26975,
45.003,26964,
45.005,26953,
45.006,26963,
45.007,26967,
45.008,26961,
45.009,26959,
45.009,26965,
45.01,26965,
45.011,26969,
45.012,26971,
45.013,26964,
45.014,26967,
45.015,26969,
45.016,26970,
45.017,26982,
45.018,26971,
45.019,26985,
45.02,26985,
45.021,26989,
45.022,26986,
45.023,26975,
45.024,26991,
45.025,26986,
45.026,26987,
45.027,26996,
45.028,26969,
45.029,26989,
45.03,26995,
45.031,26983,
45.032,26989,
45.033,26984,
45.034,26982,
45.035,27001,
45.036,26983,
45.037,26987,
45.038,26999,
45.039,27013,
45.04,27009,
45.041,26999,
45.042,26991,
45.043,26997,
45.044,27019,
45.045,27009,
45.046,27005,
45.047,27007,
45.048,26994,
45.049,27008,
45.05,27013,
45.051,27018,
45.052,27017,
45.053,27019,
45.055,27013,
45.056,27012,
45.056,27003,
45.057,27013,
45.058,27031,
45.059,27009,
45.06,27030,
45.061,27010,
45.062,27014,
45.063,27028,
45.064,27033,
45.065,27025,
45.066,27021,
45.067,27049,
45.068,27041,
45.069,27039,
45.07,27025,
45.072,27018,
45.073,27046,
45.074,27039,
45.075,27034,
45.076,27025,
