time,g_iAdData0,
71.455,31653,
71.456,31651,
71.457,31657,
71.458,31667,
71.459,31674,
71.46,31680,
71.461,31681,
71.462,31673,
71.463,31673,
71.464,31661,
71.465,31661,
71.466,31647,
71.467,31671,
71.468,31649,
71.469,31659,
71.47,31673,
71.471,31672,
71.472,31685,
71.473,31673,
71.474,31679,
71.475,31685,
71.476,31655,
71.477,31661,
71.478,31652,
71.479,31671,
71.48,31655,
71.481,31662,
71.482,31667,
71.483,31677,
71.484,31689,
71.485,31673,
71.486,31659,
71.487,31659,
71.488,31661,
71.489,31677,
71.49,31655,
71.491,31665,
71.492,31646,
71.493,31663,
71.494,31679,
71.495,31677,
71.496,31677,
71.497,31677,
71.498,31659,
71.499,31673,
71.5,31665,
71.501,31673,
71.502,31640,
71.503,31671,
71.504,31657,
71.505,31681,
71.506,31667,
71.507,31675,
71.508,31661,
71.509,31661,
71.51,31661,
71.511,31678,
71.512,31671,
71.513,31663,
71.514,31671,
71.515,31667,
71.516,31661,
71.517,31667,
71.518,31682,
71.519,31673,
71.52,31652,
71.521,31661,
71.522,31659,
71.523,31659,
71.524,31673,
71.525,31655,
71.526,31671,
71.527,31669,
71.528,31659,
71.529,31673,
71.53,31676,
71.531,31673,
71.532,31659,
71.533,31667,
71.534,31653,
71.535,31647,
71.536,31645,
71.537,31656,
71.538,31669,
71.539,31661,
71.54,31659,
71.541,31677,
71.542,31670,
71.543,31666,
71.545,31677,
71.545,31690,
71.546,31652,
71.548,31655,
71.549,31671,
71.55,31663,
71.55,31667,
71.551,31678,
71.552,31670,
71.553,31673,
71.554,31675,
71.555,31655,
71.556,31671,
71.557,31673,
71.558,31664,
71.559,31661,
71.56,31669,
71.561,31673,
71.562,31669,
71.563,31673,
71.565,31662,
71.566,31662,
71.566,31664,
71.567,31649,
71.568,31656,
71.569,31667,
71.57,31677,
71.571,31665,
71.572,31663,
71.573,31679,
71.574,31661,
71.575,31659,
71.576,31681,
71.577,31673,
71.578,31679,
71.579,31658,
71.58,31667,
71.581,31658,
71.582,31655,
71.583,31657,
71.584,31678,
71.585,31675,
71.586,31667,
71.587,31665,
71.588,31682,
71.59,31667,
71.591,31657,
71.592,31661,
71.593,31661,
71.594,31655,
71.595,31661,
71.596,31667,
71.597,31651,
71.598,31673,
71.599,31671,
71.6,31674,
71.6,31671,
71.601,31683,
71.602,31673,
71.603,31651,
71.605,31668,
71.605,31657,
71.606,31663,
71.607,31673,
71.608,31689,
71.609,31671,
71.61,31657,
71.611,31669,
71.612,31675,
71.613,31669,
71.614,31655,
71.615,31659,
71.616,31679,
71.617,31664,
71.618,31669,
71.619,31682,
71.62,31677,
71.621,31658,
71.622,31663,
71.623,31658,
71.624,31663,
71.625,31670,
71.626,31659,
71.627,31665,
71.628,31690,
71.629,31687,
71.63,31663,
71.631,31661,
71.632,31663,
71.633,31657,
71.634,31666,
71.635,31670,
71.636,31661,
71.637,31645,
71.638,31655,
71.639,31672,
71.64,31677,
71.641,31671,
71.642,31684,
71.643,31670,
71.644,31675,
71.645,31657,
71.646,31659,
71.647,31660,
71.648,31655,
71.649,31651,
71.65,31669,
71.651,31660,
71.652,31675,
71.653,31678,
71.654,31673,
71.655,31673,
71.656,31655,
71.657,31661,
71.658,31659,
71.659,31669,
71.66,31682,
71.661,31663,
71.662,31687,
71.663,31667,
71.664,31669,
71.665,31679,
71.666,31675,
71.667,31665,
71.668,31671,
71.669,31665,
71.67,31666,
71.671,31675,
71.672,31689,
71.673,31679,
71.674,31688,
71.675,31675,
71.676,31659,
71.677,31680,
71.678,31663,
71.679,31659,
71.68,31674,
71.682,31667,
71.683,31640,
71.684,31657,
71.685,31667,
71.686,31665,
71.687,31668,
71.688,31665,
71.689,31655,
71.69,31669,
71.691,31669,
71.692,31671,
71.692,31665,
71.693,31671,
71.694,31676,
71.695,31661,
71.696,31667,
71.698,31653,
71.699,31663,
71.7,31671,
71.7,31663,
71.701,31655,
71.702,31677,
71.703,31652,
71.704,31675,
71.705,31671,
71.706,31675,
71.707,31671,
71.708,31664,
71.709,31685,
71.71,31649,
71.711,31682,
71.712,31655,
71.713,31661,
71.714,31665,
71.715,31661,
71.716,31655,
71.718,31649,
71.718,31666,
71.719,31669,
71.72,31677,
71.721,31672,
71.722,31673,
71.723,31655,
71.724,31655,
71.725,31673,
71.726,31669,
71.727,31670,
71.728,31673,
71.729,31683,
71.73,31655,
71.731,31665,
71.733,31679,
71.733,31675,
71.734,31663,
71.735,31664,
71.736,31657,
71.737,31675,
71.738,31662,
71.739,31673,
71.74,31671,
71.741,31667,
71.742,31660,
71.743,31653,
71.744,31671,
71.745,31665,
71.746,31659,
71.747,31683,
71.748,31667,
71.749,31655,
71.75,31668,
71.751,31681,
71.752,31687,
71.753,31681,
71.754,31679,
71.755,31655,
71.756,31673,
71.757,31667,
71.758,31656,
71.759,31675,
71.76,31671,
71.761,31682,
71.762,31669,
71.763,31670,
71.764,31673,
71.765,31655,
71.766,31668,
71.767,31655,
71.768,31667,
71.769,31665,
71.77,31647,
71.771,31673,
71.772,31676,
71.773,31669,
71.774,31674,
71.775,31668,
71.776,31671,
71.777,31655,
71.778,31652,
71.779,31669,
71.78,31663,
71.781,31675,
71.783,31649,
71.784,31651,
71.784,31677,
71.785,31659,
71.786,31663,
71.788,31646,
71.789,31657,
71.79,31693,
71.791,31661,
71.792,31667,
71.793,31669,
71.793,31661,
71.794,31668,
71.795,31669,
71.796,31659,
71.797,31674,
71.798,31665,
71.799,31661,
71.8,31666,
71.801,31653,
71.802,31662,
71.803,31687,
71.804,31666,
71.805,31675,
71.806,31681,
71.807,31673,
71.808,31667,
71.809,31658,
71.81,31667,
71.811,31676,
71.812,31647,
71.813,31667,
71.814,31676,
71.815,31677,
71.816,31663,
71.817,31679,
71.818,31676,
71.819,31661,
71.82,31675,
71.821,31683,
71.822,31668,
71.823,31668,
71.824,31652,
71.825,31663,
71.826,31661,
71.827,31665,
71.828,31676,
71.829,31677,
71.83,31661,
71.831,31646,
71.832,31680,
71.833,31669,
71.834,31665,
71.835,31668,
71.836,31679,
71.837,31656,
71.838,31687,
71.839,31669,
71.84,31688,
71.841,31673,
71.842,31656,
71.843,31669,
71.844,31656,
71.845,31671,
71.846,31671,
71.847,31659,
71.849,31648,
71.849,31685,
71.85,31686,
71.851,31661,
71.852,31681,
71.853,31671,
71.854,31665,
71.855,31677,
71.856,31666,
71.857,31681,
71.858,31677,
71.859,31665,
71.86,31661,
71.861,31671,
71.862,31676,
71.863,31687,
71.864,31659,
71.865,31657,
71.866,31661,
71.867,31675,
71.868,31671,
71.869,31661,
71.87,31673,
71.871,31665,
71.872,31677,
71.874,31660,
71.875,31689,
71.876,31671,
71.877,31673,
71.877,31643,
71.878,31662,
71.88,31673,
71.881,31651,
71.882,31662,
71.883,31663,
71.884,31677,
71.884,31670,
71.885,31677,
71.886,31639,
71.887,31677,
71.888,31657,
71.889,31667,
71.89,31658,
71.891,31665,
71.892,31689,
71.893,31671,
71.894,31682,
71.895,31672,
71.896,31681,
71.897,31671,
71.898,31654,
71.899,31657,
71.9,31663,
71.901,31657,
71.902,31686,
71.903,31675,
71.904,31669,
71.906,31649,
71.907,31657,
71.908,31662,
71.909,31685,
71.91,31658,
71.911,31675,
71.912,31676,
71.912,31674,
71.913,31667,
71.914,31679,
71.915,31686,
71.916,31669,
71.917,31679,
71.918,31669,
71.919,31671,
71.92,31657,
71.921,31651,
71.922,31669,
71.923,31688,
71.924,31679,
71.925,31674,
71.926,31681,
71.927,31680,
71.928,31669,
71.929,31661,
71.93,31651,
71.932,31660,
71.932,31656,
71.933,31671,
71.934,31677,
71.935,31679,
71.936,31673,
71.937,31687,
71.938,31667,
71.939,31678,
71.94,31675,
71.941,31663,
71.942,31668,
71.943,31665,
71.945,31676,
71.945,31667,
71.946,31687,
71.947,31675,
71.948,31672,
71.949,31682,
71.95,31665,
71.951,31662,
71.952,31661,
71.953,31671,
71.954,31675,
71.955,31661,
71.956,31675,
71.957,31692,
71.958,31657,
71.959,31659,
71.96,31675,
71.961,31674,
71.962,31655,
71.963,31673,
71.964,31671,
71.965,31679,
71.966,31676,
71.968,31656,
71.969,31653,
71.969,31677,
71.97,31666,
71.971,31657,
71.972,31669,
71.973,31675,
71.974,31665,
71.975,31673,
71.976,31671,
71.977,31673,
71.978,31662,
71.979,31684,
71.98,31652,
71.982,31670,
71.983,31659,
71.984,31669,
71.985,31676,
71.986,31683,
71.987,31679,
71.988,31664,
71.989,31678,
71.99,31685,
71.991,31653,
71.991,31685,
71.992,31681,
71.993,31667,
71.994,31655,
71.995,31673,
71.996,31665,
71.997,31671,
71.998,31670,
71.999,31669,
72,31679,
72.001,31667,
72.002,31661,
72.003,31693,
72.004,31681,
72.005,31663,
72.006,31671,
72.007,31681,
72.008,31658,
72.009,31661,
72.01,31661,
72.011,31687,
72.012,31681,
72.013,31676,
72.014,31669,
72.016,31668,
72.016,31671,
72.017,31648,
72.018,31667,
72.019,31679,
72.02,31674,
72.021,31667,
72.022,31672,
72.023,31682,
72.024,31665,
72.025,31671,
72.026,31658,
72.027,31673,
72.029,31683,
72.029,31653,
72.03,31680,
72.031,31664,
72.032,31670,
72.033,31671,
72.034,31664,
72.035,31679,
72.036,31651,
72.037,31663,
72.038,31663,
72.039,31670,
72.04,31669,
72.041,31659,
72.042,31666,
72.043,31669,
72.044,31667,
72.045,31674,
72.046,31663,
72.047,31665,
72.048,31667,
72.049,31647,
72.05,31673,
72.051,31661,
72.052,31675,
72.053,31675,
72.054,31651,
72.055,31671,
72.057,31681,
72.057,31673,
72.058,31682,
72.059,31667,
72.06,31661,
72.061,31677,
72.062,31659,
72.063,31675,
72.064,31671,
72.065,31665,
72.066,31673,
72.067,31675,
72.068,31666,
72.069,31671,
72.07,31673,
72.071,31660,
72.072,31655,
72.073,31670,
72.074,31657,
72.075,31680,
72.076,31678,
72.077,31697,
72.078,31665,
72.079,31670,
72.08,31670,
72.081,31657,
72.082,31661,
72.083,31679,
72.084,31665,
72.085,31653,
72.086,31657,
72.087,31670,
72.088,31683,
72.089,31661,
72.09,31679,
72.091,31682,
72.093,31673,
72.094,31660,
72.095,31663,
72.096,31665,
72.097,31671,
72.098,31660,
72.099,31669,
72.1,31661,
72.1,31671,
72.101,31674,
72.102,31685,
72.104,31656,
72.105,31675,
72.106,31647,
72.107,31675,
72.107,31680,
72.108,31669,
72.109,31684,
72.11,31661,
72.111,31699,
72.112,31681,
72.113,31663,
72.114,31666,
72.116,31663,
72.116,31665,
72.117,31663,
72.118,31650,
72.119,31685,
72.12,31676,
72.121,31672,
72.122,31680,
72.123,31691,
72.124,31676,
72.125,31665,
72.126,31671,
72.127,31679,
72.128,31692,
72.129,31665,
72.13,31683,
72.131,31684,
72.132,31673,
72.133,31652,
72.134,31659,
72.135,31682,
72.136,31669,
72.137,31659,
72.138,31669,
72.139,31675,
72.14,31669,
72.141,31669,
72.142,31685,
72.143,31693,
72.144,31677,
72.145,31676,
72.146,31651,
72.147,31665,
72.148,31679,
72.149,31670,
72.15,31659,
72.151,31683,
72.152,31665,
72.153,31663,
72.154,31691,
72.155,31669,
72.156,31691,
72.157,31662,
72.158,31676,
72.159,31666,
72.16,31652,
72.161,31683,
72.162,31683,
72.163,31653,
72.164,31666,
72.165,31675,
72.166,31681,
72.167,31666,
72.168,31663,
72.169,31652,
72.17,31672,
72.171,31663,
72.172,31665,
72.173,31678,
72.174,31679,
72.175,31677,
72.176,31659,
72.177,31669,
72.178,31679,
72.179,31665,
72.18,31655,
72.181,31665,
72.182,31659,
72.183,31671,
72.184,31683,
72.185,31679,
72.186,31665,
72.187,31669,
72.188,31663,
72.189,31675,
72.19,31673,
72.191,31660,
72.192,31661,
72.193,31679,
72.194,31671,
72.196,31670,
72.197,31656,
72.198,31673,
72.199,31669,
72.199,31671,
72.2,31671,
72.201,31675,
72.202,31663,
72.203,31673,
72.204,31683,
72.205,31663,
72.206,31667,
72.207,31667,
72.208,31685,
72.209,31678,
72.21,31673,
72.211,31679,
72.212,31688,
72.213,31687,
72.214,31667,
72.215,31669,
72.216,31680,
72.217,31672,
72.218,31663,
72.219,31687,
72.22,31683,
72.221,31685,
72.222,31664,
72.223,31663,
72.224,31669,
72.226,31675,
72.226,31653,
72.227,31669,
72.228,31670,
72.229,31668,
72.23,31665,
72.231,31685,
72.232,31667,
72.233,31675,
72.234,31658,
72.235,31677,
72.236,31673,
72.237,31656,
72.238,31657,
72.239,31677,
72.24,31685,
72.241,31665,
72.242,31667,
72.243,31672,
72.244,31667,
72.245,31679,
72.246,31669,
72.247,31679,
72.248,31663,
72.249,31661,
72.25,31659,
72.251,31687,
72.252,31681,
72.253,31670,
72.254,31685,
72.255,31685,
72.256,31675,
72.257,31665,
72.259,31657,
72.26,31667,
72.26,31663,
72.261,31663,
72.262,31678,
72.263,31662,
72.264,31681,
72.265,31696,
72.266,31678,
72.267,31688,
72.268,31646,
72.269,31665,
72.27,31665,
72.271,31662,
72.272,31655,
72.273,31683,
72.274,31683,
72.275,31680,
72.276,31670,
72.277,31671,
72.278,31661,
72.279,31671,
72.28,31651,
72.281,31667,
72.282,31674,
72.283,31681,
72.284,31673,
72.285,31692,
72.286,31664,
72.287,31674,
72.289,31671,
72.289,31675,
72.29,31668,
72.292,31665,
72.292,31681,
72.294,31661,
72.295,31701,
72.296,31685,
72.297,31675,
72.298,31680,
72.299,31668,
72.3,31651,
72.301,31661,
72.302,31669,
72.303,31661,
72.304,31655,
72.305,31667,
72.306,31676,
72.306,31689,
72.307,31677,
72.308,31647,
72.309,31670,
72.31,31663,
72.311,31660,
72.312,31659,
72.313,31669,
72.314,31675,
72.315,31667,
72.316,31666,
72.317,31687,
72.318,31685,
72.319,31666,
72.32,31678,
72.321,31669,
72.322,31662,
72.323,31667,
72.324,31681,
72.325,31676,
72.326,31679,
72.327,31664,
72.328,31678,
72.329,31686,
72.33,31663,
72.331,31663,
72.332,31661,
72.333,31659,
72.334,31669,
72.335,31683,
72.336,31679,
72.337,31684,
72.338,31669,
72.339,31675,
72.34,31679,
72.341,31670,
72.342,31679,
72.343,31674,
72.344,31665,
72.345,31673,
72.346,31668,
72.347,31681,
72.348,31660,
72.349,31676,
72.35,31677,
72.351,31687,
72.352,31671,
72.353,31673,
72.354,31673,
72.355,31678,
72.356,31690,
72.357,31663,
72.358,31677,
72.359,31677,
72.36,31679,
72.361,31679,
72.362,31675,
72.363,31682,
72.365,31681,
72.365,31663,
72.366,31671,
72.367,31665,
72.368,31671,
72.369,31679,
72.37,31679,
72.371,31691,
72.372,31671,
72.373,31669,
72.374,31659,
72.375,31681,
72.376,31668,
72.377,31668,
72.378,31668,
72.379,31675,
72.38,31681,
72.382,31670,
72.383,31653,
72.383,31669,
72.384,31670,
72.385,31653,
72.386,31670,
72.387,31662,
72.388,31663,
72.389,31657,
72.39,31679,
72.391,31675,
72.392,31669,
72.393,31687,
72.394,31677,
72.395,31670,
72.396,31667,
72.397,31680,
72.398,31666,
72.399,31663,
72.4,31677,
72.401,31685,
72.402,31679,
72.403,31665,
72.405,31669,
72.405,31681,
72.406,31663,
72.407,31661,
72.408,31674,
72.409,31655,
72.41,31669,
72.411,31664,
72.412,31677,
72.413,31669,
72.414,31671,
72.415,31680,
72.416,31679,
72.417,31687,
72.418,31683,
72.419,31673,
72.421,31675,
72.421,31657,
72.422,31683,
72.423,31657,
72.424,31685,
72.425,31679,
72.426,31672,
72.427,31681,
72.428,31655,
72.429,31669,
72.43,31684,
72.432,31686,
72.433,31677,
72.434,31670,
72.434,31665,
72.435,31683,
72.436,31670,
72.437,31679,
72.438,31680,
72.439,31672,
72.44,31673,
72.441,31666,
72.442,31667,
72.443,31668,
72.444,31691,
72.445,31681,
72.446,31689,
72.447,31671,
72.448,31682,
72.449,31686,
72.451,31675,
72.452,31673,
72.453,31671,
72.454,31663,
72.455,31669,
72.456,31660,
72.457,31673,
72.458,31660,
72.458,31677,
72.459,31679,
72.46,31665,
72.461,31676,
72.462,31670,
72.464,31663,
72.464,31656,
72.465,31667,
72.466,31690,
72.467,31680,
72.468,31679,
72.469,31665,
72.47,31685,
72.471,31673,
72.472,31670,
72.473,31663,
72.474,31671,
72.475,31673,
72.477,31679,
72.478,31673,
72.479,31659,
72.48,31668,
72.481,31687,
72.482,31666,
72.483,31671,
72.484,31674,
72.485,31673,
72.486,31679,
72.486,31673,
72.488,31665,
72.489,31692,
72.49,31659,
72.491,31676,
72.493,31685,
72.494,31677,
72.495,31667,
72.495,31657,
72.496,31660,
72.497,31691,
72.499,31673,
72.499,31659,
72.5,31670,
72.502,31677,
72.503,31667,
72.504,31671,
72.504,31669,
72.505,31673,
72.506,31665,
72.507,31679,
72.508,31669,
72.508,31671,
72.509,31689,
72.51,31688,
72.511,31683,
72.512,31697,
72.513,31687,
72.514,31668,
72.515,31663,
72.516,31665,
72.517,31677,
72.518,31665,
72.519,31682,
72.52,31680,
72.521,31678,
72.522,31667,
72.523,31674,
72.524,31679,
72.525,31676,
72.527,31686,
72.527,31657,
72.528,31683,
72.529,31684,
72.53,31671,
72.531,31677,
72.532,31690,
72.533,31676,
72.534,31684,
72.535,31667,
72.536,31677,
72.537,31674,
72.539,31687,
72.54,31684,
72.541,31672,
72.542,31675,
72.542,31677,
72.543,31677,
72.544,31672,
72.545,31683,
72.546,31661,
72.548,31665,
72.549,31685,
72.55,31675,
72.551,31679,
72.552,31673,
72.552,31690,
72.553,31679,
72.554,31675,
72.555,31693,
72.556,31675,
72.557,31671,
72.558,31673,
72.559,31675,
72.56,31677,
72.561,31672,
72.562,31671,
72.563,31687,
72.564,31684,
72.565,31674,
72.566,31664,
72.567,31676,
72.568,31675,
72.569,31657,
72.57,31663,
72.571,31683,
72.572,31662,
72.573,31667,
72.574,31668,
72.575,31687,
72.577,31663,
72.578,31671,
72.579,31675,
72.579,31685,
72.58,31660,
72.581,31660,
72.582,31671,
72.583,31685,
72.584,31675,
72.585,31667,
72.586,31683,
72.587,31665,
72.589,31670,
72.59,31679,
72.591,31670,
72.592,31685,
72.593,31692,
72.594,31678,
72.594,31677,
72.595,31682,
72.596,31681,
72.598,31658,
72.598,31675,
72.599,31683,
72.6,31660,
72.601,31683,
72.602,31687,
72.603,31674,
72.604,31685,
72.605,31685,
72.606,31669,
72.607,31659,
72.608,31685,
72.609,31687,
72.61,31669,
72.611,31681,
72.612,31661,
72.613,31680,
72.614,31674,
72.615,31671,
72.616,31673,
72.617,31669,
72.618,31673,
72.619,31673,
72.62,31666,
72.621,31665,
72.622,31671,
72.623,31679,
72.624,31671,
72.625,31677,
72.626,31668,
72.627,31680,
72.628,31675,
72.629,31689,
72.63,31663,
72.631,31655,
72.632,31684,
72.634,31675,
72.635,31683,
72.636,31663,
72.637,31669,
72.638,31680,
72.639,31659,
72.639,31676,
72.64,31681,
72.641,31673,
72.642,31673,
72.643,31655,
72.644,31681,
72.645,31657,
72.646,31657,
72.647,31682,
72.648,31675,
72.649,31672,
72.65,31669,
72.651,31681,
72.652,31677,
72.653,31677,
72.654,31663,
72.655,31683,
72.656,31675,
72.657,31667,
72.658,31669,
72.659,31673,
72.66,31683,
72.661,31683,
72.662,31683,
72.663,31689,
72.664,31680,
72.665,31673,
72.666,31677,
72.667,31679,
72.668,31679,
72.669,31663,
72.67,31681,
72.671,31687,
72.672,31688,
72.673,31683,
72.674,31689,
72.675,31680,
72.676,31660,
72.677,31681,
72.679,31675,
72.679,31668,
72.681,31675,
72.682,31679,
72.682,31689,
72.683,31677,
72.684,31653,
72.685,31672,
72.686,31687,
72.687,31663,
72.688,31663,
72.689,31669,
72.69,31666,
72.691,31676,
72.692,31681,
72.693,31683,
72.694,31682,
72.695,31691,
72.696,31673,
72.697,31676,
72.698,31673,
72.699,31671,
72.7,31675,
72.701,31677,
72.702,31681,
72.703,31668,
72.704,31681,
72.706,31669,
72.706,31683,
72.707,31677,
72.708,31673,
72.709,31675,
72.71,31663,
72.711,31675,
72.712,31675,
72.713,31693,
72.714,31693,
72.715,31681,
72.716,31689,
72.717,31684,
72.718,31667,
72.719,31668,
72.72,31683,
72.721,31681,
72.722,31676,
72.723,31661,
72.724,31679,
72.725,31683,
72.726,31678,
72.727,31673,
72.728,31671,
72.729,31679,
72.73,31665,
72.731,31670,
72.732,31679,
72.733,31673,
72.734,31685,
72.735,31675,
72.736,31683,
72.737,31689,
72.738,31673,
72.739,31661,
72.74,31679,
72.741,31679,
72.742,31669,
72.743,31663,
72.744,31682,
72.745,31670,
72.746,31685,
72.747,31688,
72.748,31670,
72.749,31663,
72.75,31651,
72.751,31667,
72.753,31665,
72.753,31681,
72.754,31670,
72.755,31687,
72.756,31667,
72.758,31680,
72.759,31678,
72.76,31663,
72.761,31676,
72.761,31686,
72.762,31667,
72.763,31665,
72.764,31687,
72.765,31667,
72.766,31691,
72.767,31683,
72.768,31687,
72.769,31678,
72.77,31677,
72.771,31692,
72.772,31681,
72.773,31687,
72.775,31667,
72.775,31681,
72.776,31685,
72.777,31679,
72.778,31680,
72.779,31689,
72.78,31670,
72.781,31684,
72.782,31663,
72.783,31677,
72.784,31674,
72.785,31669,
72.786,31684,
72.787,31655,
72.788,31675,
72.789,31671,
72.79,31673,
72.792,31670,
72.793,31681,
72.794,31691,
72.794,31671,
72.795,31683,
72.796,31671,
72.797,31677,
72.798,31684,
72.799,31671,
72.8,31683,
72.801,31683,
72.802,31673,
72.803,31677,
72.804,31671,
72.805,31683,
72.806,31663,
72.807,31659,
72.808,31694,
72.809,31682,
72.81,31689,
72.811,31695,
72.812,31673,
72.813,31679,
72.814,31685,
72.815,31664,
72.816,31677,
72.817,31681,
72.818,31675,
72.819,31667,
72.82,31683,
72.821,31691,
72.822,31671,
72.823,31684,
72.824,31667,
72.825,31684,
72.826,31667,
72.827,31660,
72.828,31675,
72.829,31675,
72.83,31679,
72.832,31693,
72.832,31691,
72.833,31682,
72.834,31685,
72.835,31687,
72.836,31685,
72.837,31672,
72.838,31666,
72.839,31669,
72.84,31691,
72.841,31676,
72.842,31677,
72.843,31682,
72.844,31679,
72.845,31679,
72.846,31673,
72.847,31680,
72.848,31693,
72.849,31689,
72.85,31667,
72.851,31697,
72.852,31673,
72.853,31665,
72.854,31689,
72.855,31680,
72.856,31685,
72.857,31691,
72.858,31684,
72.859,31679,
72.86,31677,
72.861,31669,
72.862,31657,
72.863,31668,
72.864,31677,
72.865,31679,
72.866,31683,
72.867,31677,
72.868,31685,
72.869,31693,
72.87,31679,
72.871,31674,
72.872,31667,
72.873,31675,
72.874,31679,
72.875,31689,
72.876,31673,
72.877,31683,
72.878,31681,
72.879,31691,
72.88,31686,
72.881,31673,
72.882,31677,
72.883,31676,
72.884,31676,
72.885,31679,
72.886,31677,
72.887,31699,
72.888,31685,
72.889,31682,
72.89,31691,
72.891,31697,
72.892,31675,
72.893,31666,
72.894,31682,
72.895,31679,
72.896,31685,
72.897,31677,
72.898,31673,
72.899,31687,
72.9,31690,
72.901,31681,
72.902,31684,
72.903,31679,
72.904,31689,
72.905,31669,
72.906,31677,
72.907,31669,
72.908,31685,
72.909,31677,
72.911,31674,
72.911,31689,
72.912,31675,
72.913,31685,
72.915,31665,
72.916,31680,
72.917,31689,
72.918,31675,
72.919,31663,
72.919,31670,
72.92,31685,
72.921,31693,
72.922,31685,
72.923,31687,
72.924,31663,
72.925,31676,
72.926,31669,
72.927,31665,
72.928,31671,
72.929,31689,
72.93,31689,
72.931,31669,
72.933,31675,
72.933,31696,
72.934,31677,
72.935,31665,
72.936,31685,
72.937,31675,
72.938,31693,
72.939,31669,
72.94,31685,
72.941,31677,
72.942,31681,
72.943,31688,
72.944,31702,
72.945,31679,
72.946,31673,
72.947,31683,
72.948,31684,
72.949,31679,
72.95,31693,
72.951,31673,
72.952,31685,
72.953,31687,
72.954,31683,
72.955,31671,
72.956,31679,
72.957,31677,
72.958,31663,
72.959,31673,
72.96,31665,
72.961,31685,
72.962,31691,
72.963,31677,
72.964,31681,
72.965,31679,
72.966,31667,
72.967,31671,
72.968,31677,
72.969,31661,
72.97,31665,
72.971,31670,
72.972,31691,
72.973,31694,
72.974,31670,
72.975,31674,
72.976,31687,
72.977,31671,
72.978,31675,
72.979,31655,
72.98,31669,
72.981,31665,
72.982,31673,
72.983,31681,
72.984,31680,
72.985,31681,
72.986,31693,
72.987,31697,
72.988,31686,
72.989,31675,
72.99,31673,
72.991,31685,
72.993,31695,
72.993,31695,
72.994,31692,
72.995,31687,
72.996,31677,
72.997,31684,
72.998,31692,
72.999,31685,
73,31678,
73.001,31669,
73.002,31675,
73.003,31679,
73.004,31667,
73.005,31687,
73.006,31690,
73.007,31687,
73.008,31680,
73.01,31666,
73.01,31682,
73.011,31678,
73.012,31670,
73.013,31666,
73.014,31687,
73.015,31665,
73.016,31679,
73.017,31672,
73.018,31683,
73.019,31691,
73.02,31684,
73.021,31675,
73.022,31695,
73.023,31669,
73.024,31661,
73.025,31669,
73.026,31679,
73.027,31686,
73.028,31679,
73.029,31690,
73.03,31681,
73.031,31676,
73.032,31687,
73.033,31669,
73.034,31677,
73.035,31675,
73.036,31670,
73.037,31679,
73.038,31697,
73.039,31680,
73.04,31695,
73.041,31689,
73.042,31683,
73.043,31669,
73.044,31673,
73.045,31677,
73.046,31683,
73.047,31673,
73.048,31667,
73.049,31692,
73.05,31681,
73.051,31683,
73.052,31684,
73.053,31674,
73.054,31675,
73.055,31674,
73.056,31695,
73.057,31694,
73.058,31683,
73.059,31688,
73.06,31696,
73.061,31691,
73.062,31683,
73.063,31674,
73.064,31677,
73.066,31691,
73.067,31680,
73.068,31681,
73.068,31671,
73.069,31699,
73.07,31683,
73.071,31691,
73.072,31683,
73.073,31678,
73.074,31671,
73.075,31669,
73.076,31688,
73.077,31687,
73.078,31671,
73.079,31673,
73.08,31666,
73.082,31671,
73.083,31681,
73.084,31675,
73.084,31687,
73.085,31662,
73.086,31662,
73.087,31677,
73.088,31677,
73.089,31692,
73.09,31682,
73.091,31695,
73.092,31675,
73.093,31666,
73.095,31691,
73.095,31686,
73.096,31684,
73.098,31697,
73.099,31681,
73.1,31682,
73.1,31661,
73.101,31677,
73.102,31683,
73.103,31683,
73.104,31675,
73.105,31675,
73.106,31693,
73.107,31679,
73.108,31692,
73.109,31683,
73.11,31675,
73.111,31679,
73.112,31673,
73.113,31691,
73.114,31686,
73.115,31675,
73.116,31693,
73.117,31670,
73.118,31665,
73.119,31676,
73.12,31669,
73.121,31697,
73.122,31691,
73.123,31691,
73.124,31685,
73.125,31677,
73.126,31693,
73.127,31681,
73.128,31689,
73.129,31681,
73.131,31693,
73.131,31669,
73.132,31683,
73.133,31673,
73.134,31681,
73.135,31676,
73.136,31695,
73.137,31685,
73.138,31669,
73.139,31670,
73.14,31678,
73.141,31686,
73.142,31696,
73.143,31685,
73.145,31661,
73.145,31707,
73.146,31675,
73.147,31695,
73.149,31671,
73.15,31679,
73.151,31674,
73.152,31674,
73.152,31675,
73.153,31700,
73.154,31663,
73.155,31672,
73.156,31685,
73.157,31694,
73.158,31687,
73.159,31688,
73.16,31681,
73.161,31683,
73.162,31673,
73.163,31682,
73.164,31685,
73.165,31673,
73.166,31679,
73.167,31687,
73.168,31695,
73.169,31677,
73.17,31683,
73.171,31677,
73.172,31691,
73.173,31671,
73.174,31679,
73.175,31687,
73.176,31685,
73.177,31690,
73.178,31685,
73.179,31688,
73.18,31685,
73.181,31668,
73.182,31663,
73.183,31682,
73.184,31677,
73.185,31680,
73.186,31685,
73.187,31685,
73.188,31683,
73.189,31679,
73.19,31683,
73.192,31680,
73.193,31681,
73.193,31675,
73.194,31675,
73.195,31684,
73.196,31663,
73.197,31679,
73.199,31665,
73.199,31691,
73.2,31681,
73.201,31675,
73.202,31691,
73.203,31675,
